60.940616,26.677153
60.207144,24.701273
61.066415,28.259631
62.051967,23.078439
62.110893,25.651352
60.350692,25.078125
60.21948,24.813541
62.241455,25.754984
60.22017,24.946034
61.424787,29.371696
63.754515,25.33434
60.2639,25.030033
61.049922,24.366497
62.245426,23.011184
64.071898,24.540593
61.090616,24.140789
61.724742,24.658868
64.346567,24.961514
60.172097,24.941249
62.680182,22.935915
61.89613,25.171247
60.847378,23.060408
60.205067,24.655992
61.47445,23.33911
60.223412,24.859649
60.487305,25.065568
60.22017,24.946034
61.761151,29.382354
60.847378,23.060408
60.172097,24.941249
64.219716,27.738374
61.487261,26.923895
61.682946,23.469457
61.306328,26.846707
61.306328,26.846707
60.925032,25.513357
65.89466,24.625744
60.285681,24.848271
60.425639,25.110001
62.051967,23.078439
62.897218,27.679581
64.660373,25.0982
60.332871,25.068666
63.152636,29.99331
60.242216,24.993288
60.910768,27.346311
63.864618,27.422313
64.269509,24.82098
60.222172,24.8758
62.897218,27.679581
60.21948,24.813541
60.867325,25.274659
66.497675,25.705329
65.845798,24.163844
60.292166,25.044055
63.834429,23.131096
60.216573,24.75564
60.97647,25.657397
61.750017,23.390356
61.170611,23.860905
61.811782,24.944751
64.660373,25.0982
61.913026,23.232163
62.259872,26.195893
61.208116,28.812093
61.049922,24.366497
60.62317,22.558744
60.906703,25.492176
62.241455,25.754984
61.650095,24.368047
60.222172,24.8758
62.3116,22.987474
62.620557,29.564534
64.608277,25.027911
61.556526,23.58604
61.861412,29.114053
60.222172,24.8758
60.918387,24.63865
60.582687,25.218194
60.189456,24.600354
62.680182,22.935915
61.47445,23.33911
64.48451,24.993624
62.792016,22.844217
61.349519,22.887664
60.22017,24.946034
60.223412,24.859649
60.944407,27.761801
60.229,24.967676
61.0635,23.626264
60.381296,25.097803
64.660373,25.0982
62.312389,27.873415
60.216573,24.75564
61.349519,22.887664
61.70059,24.548925
60.350692,25.078125
60.189456,24.600354
60.21835,24.893523
62.549545,22.941988
61.687818,27.277969
60.350692,25.078125
60.242216,24.993288
65.736729,24.574365
62.025658,27.202606
62.283143,27.045557
60.62317,22.558744
64.143616,24.71276
61.838125,23.310976
61.170611,23.860905
62.317676,30.120915
61.695058,29.660865
61.682946,23.469457
60.818048,24.758186
60.119648,24.438814
61.421104,26.881746
60.222172,24.8758
60.119648,24.438814
60.303081,25.049104
61.002368,24.478851
65.89466,24.625744
61.724742,24.658868
60.473684,25.090796
61.421104,26.881746
60.434245,22.226894
60.198689,24.933521
61.049922,24.366497
60.350692,25.078125
60.22017,24.946034
62.107789,23.061226
60.487305,25.065568
61.170611,23.860905
62.549545,22.941988
61.89613,25.171247
65.796833,24.534062
60.487305,25.065568
64.064426,27.579581
64.608277,25.027911
60.261327,24.854751
61.387035,21.969594
60.172097,24.941249
60.2639,25.030033
61.0635,23.626264
60.22017,24.946034
64.608277,25.027911
61.095852,26.796227
61.510284,23.6817
60.582687,25.218194
64.269509,24.82098
62.302807,26.478116
60.22131,24.842976
60.25166,25.011468
61.211787,23.770683
61.70059,24.548925
62.593453,29.771729
64.660373,25.0982
61.89613,25.171247
60.276313,25.036683
62.317676,30.120915
61.682946,23.469457
61.314233,23.755094
60.381296,25.097803
60.068724,23.66126
60.496261,25.13382
62.162673,27.203502
60.97647,25.657397
60.119648,24.438814
60.222172,24.8758
60.863835,28.303201
65.535747,25.272566
60.900137,27.117721
60.425639,25.110001
60.552798,24.970682
61.291923,22.498185
61.088163,28.341566
60.582687,25.218194
60.292166,25.044055
60.222172,24.8758
66.370875,25.37511
64.346567,24.961514
60.913077,27.559584
60.865613,26.704588
60.487305,25.065568
60.631294,24.857709
60.276313,25.036683
60.229,24.967676
60.847378,23.060408
60.21835,24.893523
62.680182,22.935915
60.702716,22.748862
64.558015,26.842702
62.317676,30.120915
60.22017,24.946034
62.402105,22.958844
62.364981,30.083633
61.208116,28.812093
60.818048,24.758186
61.195914,28.776017
60.261327,24.854751
